ID,Title,Authors,Date,URL,Page Number
133,Tech resilience for healthcare providers: Inaction has a heavy toll,"Brian Shimabukuro , Sriram Sekar","February 18, 2025",https://www.mckinsey.com/industries/healthcare/our-insights/tech-resilience-for-healthcare-providers-inaction-has-a-heavy-toll,20
134,Sustainable style: How fashion can reduce Tier 2 emissions,"KarlHendrik Magnus , Robert Westerdahl","March 18, 2025",https://www.mckinsey.com/industries/retail/our-insights/sustainable-style-how-fashion-can-reduce-tier-2-emissions,20
135,Change Leaders Forum,Not specified,"June 3, 2015",https://www.mckinsey.com/industries/public-sector/our-insights/change-leaders-forum,20
136,"Change leader, change thyself","Nate Boaz , Erica Ariel Fox","March 1, 2014",https://www.mckinsey.com/featured-insights/leadership/change-leader-change-thyself,12
137,Leading through disruption requires ‘the gene for change’,Not specified,"October 16, 2023",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/leading-through-disruption-requires-the-gene-for-change,12
138,Climate change adaptation and security: Two sides of the same coin,Hugues Lavandier,"February 28, 2024",https://www.mckinsey.com/industries/aerospace-and-defense/our-insights/climate-change-adaptation-and-security-two-sides-of-the-same-coin,12
139,"US wealth management: Amid market turbulence, an industry converges","John Euart , Jonathan Godsall , Vlad Golyk , Jill Zucker","January 17, 2024",https://www.mckinsey.com/industries/financial-services/our-insights/us-wealth-management-amid-market-turbulence-an-industry-converges,12
140,Driven by climate change,Not specified,"January 21, 2022",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/driven-by-climate-change,12
141,Ten tests for nature strategy,Not specified,"January 17, 2025",https://www.mckinsey.com/capabilities/sustainability/our-insights/ten-tests-for-nature-strategy,12
142,Game on: how business leaders can be like athletes,Not specified,"February 9, 2025",https://www.mckinsey.com/featured-insights/themes/game-on-how-business-leaders-can-be-like-athletes,12
143,Setting the “how” in performance management,"Sabrin Chowdhury , Emily Field","December 2, 2019",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/setting-the-how-in-performance-management,14
144,We need to talk . . . about gen AI,"Gérard Richter , Marie El Hoyek , Valerio Dilda","January 31, 2025",https://www.mckinsey.com/capabilities/operations/our-insights/operations-blog/we-need-to-talk-about-gen-ai,14
145,The transformation imperative: Igniting value creation in medtech,"Ari Perl , Chris Eakins , Richard Bartlett","February 18, 2025",https://www.mckinsey.com/industries/life-sciences/our-insights/the-transformation-imperative-igniting-value-creation-in-medtech,14
146,Chunks of change,Not specified,"October 21, 2021",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/chunks-of-change,14
147,From pilot to profit: Scaling gen AI in aftermarket and field services,"Florent Kervazo , Markus Forsgren , Subu Narayanan","March 13, 2025",https://www.mckinsey.com/capabilities/operations/our-insights/from-pilot-to-profit-scaling-gen-ai-in-aftermarket-and-field-services,14
148,How leading institutions are changing the rules on portfolio construction,"Sacha Ghai , Marcos Tarnowski","August 16, 2016",https://www.mckinsey.com/industries/private-capital/our-insights/how-leading-institutions-are-changing-the-rules-on-portfolio-construction,614
149,Electromobility’s impact on powertrain machinery,Not specified,"May 21, 2021",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/electromobilitys-impact-on-powertrain-machinery,614
150,"Even in the metaverse, women remain locked out of leadership roles","Mina Alaghband , Lareina Yee","November 21, 2022",https://www.mckinsey.com/featured-insights/diversity-and-inclusion/even-in-the-metaverse-women-remain-locked-out-of-leadership-roles,614
151,How to win at M&A,"Oliver Engert , Emily O’Loughlin","May 28, 2018",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/how-to-win-at-ma,614
152,"“There are a record number of open jobs in US manufacturing today. In October last year, that figure topped one million—the highest on record and more than the entire population of San Francisco.”",Not specified,"January 26, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/january-26-2022,614
153,What tech innovation means for the business of fashion,Not specified,"December 2, 2021",https://www.mckinsey.com/industries/technology-media-and-telecommunications/our-insights/what-tech-innovation-means-for-the-business-of-fashion,614
154,Fast to first-in-human: Getting new medicines to patients more quickly,"Gaurav Agrawal , Felix Bader , Jan Gunthner , Stephan Wurzer","February 10, 2023",https://www.mckinsey.com/industries/life-sciences/our-insights/fast-to-first-in-human-getting-new-medicines-to-patients-more-quickly,614
155,Women remained significantly outnumbered in management roles at the beginning of 2020,Not specified,"October 1, 2020",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/women-remained-significantly-outnumbered-in-management-roles-at-the-beginning-of-2020,119
156,The diamond industry is at an inflection point,"Nathan Flesher , Sebastian Reiter","November 26, 2024",https://www.mckinsey.com/industries/metals-and-mining/our-insights/the-diamond-industry-is-at-an-inflection-point,119
157,"A corporate visionary, a retail CEO, and a fashion designer",Not specified,"October 31, 2024",https://www.mckinsey.com/featured-insights/mckinsey-on-lives-and-legacies/october-2024,119
158,Greener shores: Brazil’s $100 billion decarbonization opportunity,"Guillaume Decaix , Heloisa Callegaro , Henrique Ceotto , Nelson Ferreira , Reinaldo Fiorini , Roberto Fantoni , Tracy Francis , Vijay Gosula , Wieland Gurlit","October 22, 2024",https://www.mckinsey.com/capabilities/sustainability/our-insights/greener-shores-brazils-100-billion-decarbonization-opportunity,119
159,Spark & Sustain: How all of the world’s school systems can improve learning at scale,"Jake Bryant , Felipe Child , Ezgi Demirdag , Emma Dorn , Stephen R Hall , Kartik Jayaram , Charag Krishnan , Cheryl Lim , Emmy Liss , Kemi Onabanjo , Frederic Panier , Juan Rebolledo , Jimmy Sarakatsannis , Doug Scott , Roman Tschupp , Seckin Ungur , Pierre Vigin","February 12, 2024",https://www.mckinsey.com/industries/education/our-insights/spark-and-sustain-how-school-systems-can-improve-learning-at-scale,119
160,Clean tech catch-up,Not specified,"October 30, 2024",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/clean-tech-catch-up,119
161,The cybersecurity provider’s next opportunity: Making AI safer,"Justin Greis , Marc Sorel","November 14, 2024",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/the-cybersecurity-providers-next-opportunity-making-ai-safer,119
162,Three steps to future-proofing infrastructure assets from climate change,"Michael Della Rocca , Tim McManus , Chris Toomey","March 14, 2019",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/three-steps-to-future-proofing-infrastructure-assets-from-climate-change,119
163,Poder de compra: Lean Management crea valor adicional en Compras,"Koen De Backer , BjornUwe Mercker , Marco Moder , Peter Spiller","July 31, 2017",https://www.mckinsey.com/capabilities/operations/our-insights/purchasing-power-lean-management-creates-new-value-in-procurement/es-es,119
164,Addressing talent in a team-based organization,"Kyla Kelly , Chandni Sachdeva , Arun Sunderraj","April 27, 2020",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/addressing-talent-in-a-team-based-organization,812
165,Roche’s Infinity model: Helping to transform the lives of patients with rare diseases,"Jan Ascher , Anton Maucuer","July 15, 2021",https://www.mckinsey.com/industries/life-sciences/our-insights/roches-infinity-model-helping-to-transform-the-lives-of-patients-with-rare-diseases,911
166,Women Matter - Time to accelerate,"Georges Desvaux , Sandrine Devillard , Alix de Zelicourt , Cecile Kossoff , Eric Labaye , Sandra SancierSultan","October 4, 2017",https://www.mckinsey.com/featured-insights/gender-equality/women-matter-ten-years-of-insights-on-gender-diversity/de-de,911
167,The case for inclusive growth,Not specified,"April 28, 2021",https://www.mckinsey.com/industries/public-sector/our-insights/the-case-for-inclusive-growth,911
168,Building resilience across your organization,Not specified,"June 5, 2021",https://www.mckinsey.com/featured-insights/themes/building-resilience-across-your-organization,911
169,Physician employment: The path forward in the COVID-19 era,Not specified,"July 17, 2020",https://www.mckinsey.com/industries/healthcare/our-insights/physician-employment-the-path-forward-in-the-covid-19-era,911
170,The Digital Accelerator: The Schwab model for accelerating its digital transformation,Not specified,"September 16, 2019",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-digital-accelerator-the-schwab-model-for-accelerating-its-digital-transformation,911
171,Leading and governing the customer-centric organization,"Dilip Bhattacharjee , Line Hartvig Muller , Stefan Roggenhofer","March 11, 2016",https://www.mckinsey.com/capabilities/operations/our-insights/leading-and-governing-the-customer-centric-organization,911
172,Author Talks: Saadia Madsbjerg on making money moral,Not specified,"March 25, 2021",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-saadia-madsbjerg-on-making-money-moral,911
173,"“The pandemic has accelerated the adoption of new guest-facing technology by, probably, a decade in the course of a couple of years. . . . We think that this was the inevitable path that hospitality was headed toward; it’s just been accelerated.”",Not specified,"January 31, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/january-31-2023,416
174,Green growth: Unlocking sustainability opportunities for retail banks,"William Edwards , Ritesh Jain , MarieClaude Nadeau , Charlotte Soehner , Daniel Stephens","April 21, 2023",https://www.mckinsey.com/capabilities/sustainability/our-insights/green-growth-unlocking-sustainability-opportunities-for-retail-banks,416
175,Insights into better integrated eligibility systems,"Tolian Gjika , Jessica Kahn , Naufal Khan , Hrishika Vuppala","November 6, 2019",https://www.mckinsey.com/industries/public-sector/our-insights/insights-into-better-integrated-eligibility-systems,416
176,What is psychological safety?,Not specified,"July 17, 2023",https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-psychological-safety,416
177,Author Talks: How to gain a competitive edge with organizational culture,Not specified,"January 19, 2022",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-how-to-gain-a-competitive-edge-with-organizational-culture,416
178,Mobility disruption: A CIO perspective,"Janaki Akella , Brad Brown , Greg Gilbert , Lawrence Wong","September 1, 2012",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/mobility-disruption-a-cio-perspective,416
